class,validName,trait,value,stage,reference,commentaires,
Mamiellophyceae,Bathycoccus,Forme,ellipsoid,NA,Eikrem & Throndsen 1990,NA,
Mamiellophyceae,Bathycoccus,fyco,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,motility,0,NA,Eikrem & Throndsen 1990,NA,
Mamiellophyceae,Bathycoccus,nfix,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,Parasitic,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,Symbiosis_bacterienne,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,Taille.um.,1,NA,Moreau et al 2012,NA,
Mamiellophyceae,Bathycoccus,DMS,0,NA,NA,assumption,
Mamiellophyceae,Bathycoccus,Toxines,NA,NA,NA,NA,
Mamiellophyceae,Dolichomastix,buoyancy,0,NA,NA,NA,
Mamiellophyceae,Dolichomastix,capsule,NA,NA,NA,NA,
Mamiellophyceae,Dolichomastix,chlb,1,NA,NA,NA,
Mamiellophyceae,Dolichomastix,chlc,0,NA,NA,NA,
Mamiellophyceae,Dolichomastix,Coloniales,NA,NA,NA,NA,
Mamiellophyceae,Dolichomastix,feeding_strategy,auto,NA,NA,NA,
Mamiellophyceae,Dolichomastix,Forme,Rotational ellipsoid,NA,NA,NA,
Mamiellophyceae,Dolichomastix,fyco,0,NA,NA,NA,
Mamiellophyceae,Dolichomastix,motility,1,NA,Thomsen & Buck 1998,NA,
Mamiellophyceae,Dolichomastix,nfix,0,NA,NA,NA,
Mamiellophyceae,Dolichomastix,Parasitic,NA,NA,NA,NA,
Mamiellophyceae,Dolichomastix,Symbiosis_bacterienne,NA,NA,NA,NA,
Mamiellophyceae,Dolichomastix,Taille.um.,3,NA,NA,NA,
Mamiellophyceae,Dolichomastix,Toxines,0,NA,NA,NA,
Mamiellophyceae,Dolichomastix,DMS,0,NA,NA,assumption,
Mamiellophyceae,Mamiella,buoyancy,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,capsule,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,chlb,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,chlc,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,Coloniales,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,feeding_strategy,auto,NA,NA,NA,
Mamiellophyceae,Mamiella,Forme,Rotational ellipsoid,NA,NA,NA,
Mamiellophyceae,Mamiella,fyco,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,motility,1,NA,Moestrup 2008,NA,
Mamiellophyceae,Mamiella,nfix,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,Parasitic,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,Symbiosis_bacterienne,NA,NA,NA,NA,
Mamiellophyceae,Mamiella,Taille.um.,3,NA,NA,NA,
Mamiellophyceae,Mamiella,Toxines,0,NA,NA,NA,
Mamiellophyceae,Mamiella,DMS,0,NA,NA,assumption,
Mamiellophyceae,Micromonas,buoyancy,0,NA,NA,NA,
Mamiellophyceae,Micromonas,capsule,NA,NA,NA,NA,
Mamiellophyceae,Micromonas,chlb,1,NA,NA,NA,
Mamiellophyceae,Micromonas,chlc,0,NA,NA,NA,
Mamiellophyceae,Micromonas,Coloniales,NA,NA,NA,NA,
Mamiellophyceae,Micromonas,DMS,1,NA,Keller et al 1989,NA,
Mamiellophyceae,Micromonas,feeding_strategy,auto,NA,NA,NA,
Mamiellophyceae,Micromonas,Forme,Rotational ellipsoid,NA,NA,NA,
Mamiellophyceae,Micromonas,fyco,0,NA,NA,NA,
Mamiellophyceae,Micromonas,motility,1,NA,NA,NA,
Mamiellophyceae,Micromonas,nfix,0,NA,NA,NA,
Mamiellophyceae,Micromonas,Parasitic,NA,NA,NA,NA,
Mamiellophyceae,Micromonas,Symbiosis_bacterienne,NA,NA,NA,NA,
Mamiellophyceae,Micromonas,Taille.um.,2,NA,NA,NA,
Mamiellophyceae,Micromonas,Toxines,0,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,buoyancy,NA,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,capsule,NA,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,chlb,NA,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,chlc,NA,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,Coloniales,NA,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,feeding_strategy,auto,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,Forme,sphere,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,fyco,NA,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,motility,1,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,nfix,0,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,Parasitic,NA,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,Symbiosis_bacterienne,NA,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,Taille.um.,2,NA,NA,NA,
Ochrophyta_cl,Bolidomonas,DMS,0,NA,NA,assumption,
Ochrophyta_cl,Bolidomonas,Toxines,0,NA,NA,NA,
Pelagophyceae,Aureococcus,buoyancy,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,capsule,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,chlb,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,chlc,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,Coloniales,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,DMS,1,NA,Keller et al 1989,NA,
Pelagophyceae,Aureococcus,feeding_strategy,mixo,NA,Burkholder et al 2008,NA,
Pelagophyceae,Aureococcus,Forme,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,fyco,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,motility,0,NA,Yu et al 2004,NA,
Pelagophyceae,Aureococcus,nfix,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,Parasitic,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,Symbiosis_bacterienne,NA,NA,NA,NA,
Pelagophyceae,Aureococcus,Taille.um.,2,NA,Sieburth et al 1988,NA,
Pelagophyceae,Aureococcus,Toxines,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,buoyancy,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,capsule,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,chlb,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,chlc,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,Coloniales,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,DMS,0,NA,NA,assumption,
Pelagophyceae,Pelagomonas,feeding_strategy,auto,NA,Andersen et al 1993,NA,
Pelagophyceae,Pelagomonas,Forme,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,fyco,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,motility,1,NA,Heimann et al 1995,NA,
Pelagophyceae,Pelagomonas,nfix,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,Parasitic,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,Symbiosis_bacterienne,NA,NA,NA,NA,
Pelagophyceae,Pelagomonas,Taille.um.,2,NA,Heimann et al 1995,NA,
Pelagophyceae,Pelagomonas,Toxines,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,buoyancy,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,capsule,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,chlb,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,chlc,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,Coloniales,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,feeding_strategy,auto,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,Forme,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,fyco,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,motility,1,NA,Gayral & Billard 1977,NA,
Pelagophyceae,Sarcinochrysis,nfix,0,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,Parasitic,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,Symbiosis_bacterienne,NA,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,Taille.um.,5,NA,Gayral & Billard 1972,assumption,
Pelagophyceae,Sarcinochrysis,Toxines,0,NA,NA,NA,
Pelagophyceae,Sarcinochrysis,DMS,0,NA,NA,assumption,
Perkinsidae,Parvilucifera,buoyancy,NA,NA,NA,NA,
Perkinsidae,Parvilucifera,capsule,NA,NA,NA,NA,
Perkinsidae,Parvilucifera,chlb,0,NA,NA,NA,
Perkinsidae,Parvilucifera,chlc,0,NA,NA,NA,
Perkinsidae,Parvilucifera,Coloniales,NA,NA,NA,NA,
Perkinsidae,Parvilucifera,feeding_strategy,hetero,NA,NA,NA,
Perkinsidae,Parvilucifera,Forme,Rotational ellipsoid,NA,NA,NA,
Perkinsidae,Parvilucifera,fyco,0,NA,NA,NA,
Perkinsidae,Parvilucifera,motility,1,NA,NA,NA,
Perkinsidae,Parvilucifera,nfix,0,NA,NA,NA,
Perkinsidae,Parvilucifera,Parasitic,1,NA,NA,NA,
Perkinsidae,Parvilucifera,Symbiosis_bacterienne,NA,NA,NA,NA,
Perkinsidae,Parvilucifera,Taille.um.,40,NA,NA,NA,
Perkinsidae,Parvilucifera,Toxines,0,NA,NA,NA,
Perkinsidae,Parvilucifera,DMS,0,NA,NA,assumption,
Picomonadida,Picomonas,buoyancy,NA,NA,NA,NA,
Picomonadida,Picomonas,capsule,NA,NA,NA,NA,
Picomonadida,Picomonas,chlb,0,NA,NA,NA,
Picomonadida,Picomonas,chlc,0,NA,NA,NA,
Picomonadida,Picomonas,Coloniales,NA,NA,NA,NA,
Picomonadida,Picomonas,feeding_strategy,hetero,NA,NA,NA,
Picomonadida,Picomonas,Forme,cylindrical,NA,NA,NA,
Picomonadida,Picomonas,fyco,0,NA,NA,NA,
Picomonadida,Picomonas,motility,1,NA,NA,NA,
Picomonadida,Picomonas,nfix,0,NA,NA,NA,
Picomonadida,Picomonas,Parasitic,0,NA,NA,NA,
Picomonadida,Picomonas,Symbiosis_bacterienne,NA,NA,NA,NA,
Picomonadida,Picomonas,Taille.um.,2,NA,NA,NA,
Picomonadida,Picomonas,Toxines,0,NA,NA,NA,
Picomonadida,Picomonas,DMS,0,NA,NA,assumption,
Prasinophytae,Prasinoderma,buoyancy,NA,NA,NA,NA,
Prasinophytae,Prasinoderma,capsule,NA,NA,NA,NA,
Prasinophytae,Prasinoderma,chlb,NA,NA,NA,NA,
Prasinophytae,Prasinoderma,chlc,NA,NA,NA,NA,
Prasinophytae,Prasinoderma,Coloniales,NA,NA,NA,NA,
Prasinophytae,Prasinoderma,feeding_strategy,auto,NA,NA,NA,
Prasinophytae,Prasinoderma,Forme,sphere,NA,NA,NA,
Prasinophytae,Prasinoderma,fyco,NA,NA,NA,NA,
Prasinophytae,Prasinoderma,motility,0,NA,NA,NA,
Prasinophytae,Prasinoderma,nfix,0,NA,NA,NA,
Prasinophytae,Prasinoderma,Parasitic,NA,NA,NA,NA,
Prasinophytae,Prasinoderma,Symbiosis_bacterienne,NA,NA,NA,NA,
Prasinophytae,Prasinoderma,Taille.um.,3,NA,NA,NA,
Prasinophytae,Prasinoderma,Toxines,0,NA,NA,NA,
Prasinophytae,Prasinoderma,DMS,1,NA,NA,assumption in Keller et al 1989,
Prasinophytae,Pterosperma,buoyancy,0,NA,NA,NA,
Prasinophytae,Pterosperma,capsule,NA,NA,NA,NA,
Prasinophytae,Pterosperma,chlb,1,NA,NA,NA,
Prasinophytae,Pterosperma,chlc,0,NA,NA,NA,
Prasinophytae,Pterosperma,Coloniales,NA,NA,NA,NA,
Prasinophytae,Pterosperma,feeding_strategy,auto,NA,NA,NA,
Prasinophytae,Pterosperma,Forme,sphere,NA,NA,NA,
Prasinophytae,Pterosperma,fyco,0,NA,NA,NA,
Prasinophytae,Pterosperma,motility,1,NA,NA,NA,
Prasinophytae,Pterosperma,nfix,0,NA,NA,NA,
Prasinophytae,Pterosperma,Parasitic,NA,NA,NA,NA,
Prasinophytae,Pterosperma,Symbiosis_bacterienne,NA,NA,NA,NA,
Prasinophytae,Pterosperma,Taille.um.,15,NA,NA,NA,
Prasinophytae,Pterosperma,Toxines,0,NA,NA,NA,
Prasinophytae,Pterosperma,DMS,1,NA,NA,assumption in Keller et al 1989,
Prasinophytae,Pyramimonas,buoyancy,0,NA,NA,NA,
Prasinophytae,Pyramimonas,capsule,NA,NA,NA,NA,
Prasinophytae,Pyramimonas,chlb,1,NA,NA,NA,
Prasinophytae,Pyramimonas,chlc,0,NA,NA,NA,
Prasinophytae,Pyramimonas,Coloniales,NA,NA,NA,NA,
Prasinophytae,Pyramimonas,DMS,1,NA,Keller et al 1989,NA,
Prasinophytae,Pyramimonas,feeding_strategy,auto,NA,NA,NA,
Prasinophytae,Pyramimonas,Forme,trapezoid,NA,NA,NA,
Prasinophytae,Pyramimonas,fyco,0,NA,NA,NA,
Prasinophytae,Pyramimonas,motility,1,NA,NA,NA,
Prasinophytae,Pyramimonas,nfix,0,NA,NA,NA,
Prasinophytae,Pyramimonas,Parasitic,NA,NA,NA,NA,
Prasinophytae,Pyramimonas,Symbiosis_bacterienne,NA,NA,NA,NA,
Prasinophytae,Pyramimonas,Taille.um.,4,NA,NA,NA,
Prasinophytae,Pyramimonas,Toxines,0,NA,NA,NA,
Prymnesiales,Chrysochromulina,buoyancy,0,NA,NA,NA,
Prymnesiales,Chrysochromulina,capsule,NA,NA,NA,NA,
Prymnesiales,Chrysochromulina,chlb,0,NA,NA,NA,
Prymnesiales,Chrysochromulina,chlc,1,NA,NA,NA,
Prymnesiales,Chrysochromulina,Coloniales,NA,NA,NA,NA,
Prymnesiales,Chrysochromulina,DMS,1,NA,Keller et al 1989,NA,
Prymnesiales,Chrysochromulina,feeding_strategy,mixo,NA,Jordan & Chamberlain 1997,NA,
Prymnesiales,Chrysochromulina,Forme,sphere ,NA,NA,NA,
Prymnesiales,Chrysochromulina,fyco,0,NA,NA,NA,
Prymnesiales,Chrysochromulina,motility,1,NA,NA,NA,
Prymnesiales,Chrysochromulina,nfix,0,NA,NA,NA,
Prymnesiales,Chrysochromulina,Parasitic,0,NA,NA,NA,
Prymnesiales,Chrysochromulina,Symbiosis_bacterienne,NA,NA,NA,NA,
Prymnesiales,Chrysochromulina,Taille.um.,5,NA,NA,NA,
Prymnesiales,Chrysochromulina,Toxines,1,NA,Jordan & Chamberlain 1997,NA,
Prymnesiales,Corymbellus,buoyancy,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,capsule,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,chlb,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,chlc,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,Coloniales,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,DMS,1,NA,NA,"microscopy, assumption in Keller et al 1989", 
Prymnesiales,Corymbellus,feeding_strategy,auto,NA,NA,"microscopy, assumption",
Prymnesiales,Corymbellus,Forme,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,fyco,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,motility,1,NA,http://nordicmicroalgae.org/taxon/Corymbellus%20aureus,microscopy,
Prymnesiales,Corymbellus,nfix,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,Parasitic,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Prymnesiales,Corymbellus,Taille.um.,9,NA,http://nordicmicroalgae.org/taxon/Corymbellus%20aureus,microscopy,
Prymnesiales,Corymbellus,Toxines,NA,NA,NA,microscopy,
Prymnesiales,Gladiolithus,buoyancy,NA,NA,NA,NA,
Prymnesiales,Gladiolithus,capsule,calcifiers,NA,Young et al 2014,deep photic coccolithophore,
Prymnesiales,Gladiolithus,chlb,NA,NA,NA,NA,
Prymnesiales,Gladiolithus,chlc,NA,NA,NA,NA,
Prymnesiales,Gladiolithus,Coloniales,0.5,NA,NA,NA,
Prymnesiales,Gladiolithus,DMS,1,NA,NA,assumption in Keller et al 1989,
Prymnesiales,Gladiolithus,feeding_strategy,auto,NA,Cruz et al 2014,NA,
Prymnesiales,Gladiolithus,Forme,bowl,NA,Young et al 2014,NA,
Prymnesiales,Gladiolithus,fyco,NA,NA,NA,NA,
Prymnesiales,Gladiolithus,motility,0,NA,Young et al 2014,NA,
Prymnesiales,Gladiolithus,nfix,NA,NA,NA,NA,
Prymnesiales,Gladiolithus,Parasitic,NA,NA,NA,NA,
Prymnesiales,Gladiolithus,Symbiosis_bacterienne,NA,NA,NA,NA,
Prymnesiales,Gladiolithus,Taille.um.,21,NA,Young et al 2014,NA,
Prymnesiales,Gladiolithus,Toxines,NA,NA,NA,NA,
Prymnesiales,Haptolina,buoyancy,NA,NA,NA,NA,
Prymnesiales,Haptolina,capsule,NA,NA,NA,NA,
Prymnesiales,Haptolina,chlb,NA,NA,NA,NA,
Prymnesiales,Haptolina,chlc,NA,NA,NA,NA,
Prymnesiales,Haptolina,Coloniales,NA,NA,NA,NA,
Prymnesiales,Haptolina,feeding_strategy,mixo,NA,NA,NA,
Prymnesiales,Haptolina,Forme,Rotational ellipsoid,NA,NA,NA,
Prymnesiales,Haptolina,fyco,NA,NA,NA,NA,
Prymnesiales,Haptolina,motility,1,NA,NA,NA,
Prymnesiales,Haptolina,nfix,0,NA,NA,NA,
Prymnesiales,Haptolina,Parasitic,0,NA,NA,NA,
Prymnesiales,Haptolina,Symbiosis_bacterienne,NA,NA,NA,NA,
Prymnesiales,Haptolina,Taille.um.,9,NA,NA,NA,
Prymnesiales,Haptolina,Toxines,0,NA,NA,NA,
Prymnesiales,Haptolina,DMS,1,NA,NA,assumption in Keller et al 1989,
Prymnesiales,Prymnesium,buoyancy,0,NA,NA,NA,
Prymnesiales,Prymnesium,capsule,NA,NA,NA,NA,
Prymnesiales,Prymnesium,chlb,0,NA,NA,NA,
Prymnesiales,Prymnesium,chlc,1,NA,NA,NA,
Prymnesiales,Prymnesium,Coloniales,NA,NA,NA,NA,
Prymnesiales,Prymnesium,feeding_strategy,mixo,NA,Jordan & Chamberlain 1997,NA,
Prymnesiales,Prymnesium,Forme,Rotational ellipsoid,NA,NA,NA,
Prymnesiales,Prymnesium,fyco,0,NA,NA,NA,
Prymnesiales,Prymnesium,motility,1,NA,NA,NA,
Prymnesiales,Prymnesium,nfix,0,NA,NA,NA,
Prymnesiales,Prymnesium,Parasitic,0,NA,NA,NA,
Prymnesiales,Prymnesium,Symbiosis_bacterienne,NA,NA,NA,NA,
Prymnesiales,Prymnesium,Taille.um.,9,NA,NA,NA,
Prymnesiales,Prymnesium,Toxines,1,NA,Jordan & Chamberlain 1997,NA,
Prymnesiales,Prymnesium,DMS,1,NA,NA,assumption in Keller et al 1989,
Prymnesiophyceae_cl,Phaeocystis_haploid,buoyancy,0,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,buoyancy,0,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,capsule,NA,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,capsule,NA,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,chlb,0,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,chlb,0,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,chlc,1,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,chlc,1,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,Coloniales,chain,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,Coloniales,chain,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,DMS,1,haploid,Jordan 1997,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,DMS,1,diploid,Jordan 1997,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,feeding_strategy,auto,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,feeding_strategy,auto,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,Forme,sphere,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,Forme,sphere,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,fyco,0,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,fyco,0,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,motility,1,haploid,Jordan & Chamberlain 1997,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,motility,0,diploid,Jordan & Chamberlain 1997,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,nfix,0,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,nfix,0,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,Parasitic,0,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,Parasitic,0,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,Symbiosis_bacterienne,NA,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,Symbiosis_bacterienne,NA,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,Taille.um.,8,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,Taille.um.,8,diploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_haploid,Toxines,1,haploid,NA,NA,
Prymnesiophyceae_cl,Phaeocystis_diploid,Toxines,1,diploid,NA,NA,
Raphidophyceae,Chattonella,buoyancy,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,capsule,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,chlb,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,chlc,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,Coloniales,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,DMS,0,NA,Keller et al 1989,microscopy,
Raphidophyceae,Chattonella,feeding_strategy,mixo,NA,Burkholder et al 2008,microscopy,
Raphidophyceae,Chattonella,Forme,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,fyco,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,motility,1,NA,Vrieling et al 1995,microscopy,
Raphidophyceae,Chattonella,nfix,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,Parasitic,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Raphidophyceae,Chattonella,Taille.um.,37,NA,Vrieling et al 1995,microscopy,
Raphidophyceae,Chattonella,Toxines,NA,NA,NA,microscopy,
Raphidophyceae,Haramonas,buoyancy,NA,NA,NA,NA,
Raphidophyceae,Haramonas,capsule,NA,NA,NA,NA,
Raphidophyceae,Haramonas,chlb,NA,NA,NA,NA,
Raphidophyceae,Haramonas,chlc,NA,NA,NA,NA,
Raphidophyceae,Haramonas,Coloniales,NA,NA,NA,NA,
Raphidophyceae,Haramonas,feeding_strategy,auto,NA,NA,NA,
Raphidophyceae,Haramonas,Forme,ovo�de,NA,NA,NA,
Raphidophyceae,Haramonas,fyco,NA,NA,NA,NA,
Raphidophyceae,Haramonas,motility,1,NA,Horiguchi &Hoppenrath 2003,NA,
Raphidophyceae,Haramonas,nfix,0,NA,NA,NA,
Raphidophyceae,Haramonas,Parasitic,1,NA,NA,NA,
Raphidophyceae,Haramonas,Symbiosis_bacterienne,NA,NA,NA,NA,
Raphidophyceae,Haramonas,Taille.um.,34,NA,NA,NA,
Raphidophyceae,Haramonas,Toxines,0,NA,NA,NA,
Raphidophyceae,Haramonas,DMS,0,NA,NA,assumption,
Raphidophyceae,Heterosigma,buoyancy,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,capsule,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,chlb,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,chlc,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,Coloniales,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,DMS,0,NA,NA,"microscopy, assumption in Keller et al 1989",
Raphidophyceae,Heterosigma,feeding_strategy,mixo,NA,Burkholder et al 2008,microscopy,
Raphidophyceae,Heterosigma,Forme,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,fyco,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,motility,1,NA,Imai et al 1993,microscopy,
Raphidophyceae,Heterosigma,nfix,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,Parasitic,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Raphidophyceae,Heterosigma,Taille.um.,20,NA,Imai et al 1993,microscopy,
Raphidophyceae,Heterosigma,Toxines,NA,NA,NA,microscopy,
Syndiniales,Amoebophrya,DMS,0,NA,NA,assumption,
Syndiniales,Amoebophrya,buoyancy,NA,NA,NA,NA,
Syndiniales,Amoebophrya,capsule,NA,NA,NA,NA,
Syndiniales,Amoebophrya,chlb,0,NA,NA,NA,
Syndiniales,Amoebophrya,chlc,0,NA,NA,NA,
Syndiniales,Amoebophrya,Coloniales,NA,NA,NA,NA,
Syndiniales,Amoebophrya,feeding_strategy,hetero,NA,NA,NA,
Syndiniales,Amoebophrya,Forme,sphere,NA,NA,NA,
Syndiniales,Amoebophrya,fyco,0,NA,NA,NA,
Syndiniales,Amoebophrya,motility,1,NA,NA,NA,
Syndiniales,Amoebophrya,nfix,0,NA,NA,NA,
Syndiniales,Amoebophrya,Parasitic,1,NA,NA,NA,
Syndiniales,Amoebophrya,Symbiosis_bacterienne,0,NA,NA,NA,
Syndiniales,Amoebophrya,Taille.um.,5,NA,NA,NA,
Syndiniales,Amoebophrya,Toxines,0,NA,NA,NA,
Syndiniales,Syndiniales,buoyancy,NA,NA,NA,NA,
Syndiniales,Syndiniales,capsule,NA,NA,NA,NA,
Syndiniales,Syndiniales,chlb,NA,NA,NA,NA,
Syndiniales,Syndiniales,chlc,NA,NA,NA,NA,
Syndiniales,Syndiniales,Coloniales,NA,NA,NA,NA,
Syndiniales,Syndiniales,DMS,0,NA,NA,assumption,
Syndiniales,Syndiniales,feeding_strategy,hetero,NA,Chambouvet et al 2008,NA,
Syndiniales,Syndiniales,Forme,NA,NA,NA,NA,
Syndiniales,Syndiniales,fyco,NA,NA,NA,NA,
Syndiniales,Syndiniales,motility,1,NA,NA,assumption,
Syndiniales,Syndiniales,nfix,NA,NA,NA,NA,
Syndiniales,Syndiniales,Parasitic,1,NA,Guillou et al 2008,NA,
Syndiniales,Syndiniales,Symbiosis_bacterienne,NA,NA,NA,NA,
Syndiniales,Syndiniales,Taille.um.,2,NA,Guillou et al 2008,NA,
Syndiniales,Syndiniales,Toxines,NA,NA,NA,NA,
Telonemea,Telonema,buoyancy,NA,NA,NA,microscopy,
Telonemea,Telonema,capsule,NA,NA,NA,microscopy,
Telonemea,Telonema,chlb,NA,NA,NA,microscopy,
Telonemea,Telonema,chlc,NA,NA,NA,microscopy,
Telonemea,Telonema,Coloniales,NA,NA,NA,microscopy,
Telonemea,Telonema,DMS,0,NA,NA,"microscopy, assumption",
Telonemea,Telonema,feeding_strategy,hetero,NA,Klaveness et al 2005,microscopy,
Telonemea,Telonema,Forme,NA,NA,NA,microscopy,
Telonemea,Telonema,fyco,NA,NA,NA,microscopy,
Telonemea,Telonema,motility,1,NA,Klaveness et al 2005,microscopy,
Telonemea,Telonema,nfix,NA,NA,NA,microscopy,
Telonemea,Telonema,Parasitic,NA,NA,NA,microscopy,
Telonemea,Telonema,Symbiosis_bacterienne,NA,NA,NA,microscopy,
